P1,P2,P3,P4,P5
1076.8450508358771,945.7480878756886,908.1806195965472,1014.4885313077127,924.3879611905014
1074.7483511909165,974.3021375433399,884.2290874573467,982.4232443731577,903.7913212784678
1074.6530467346665,972.9668887978045,882.0221757027332,1024.0716781821063,904.1428455772326
1106.5224563787126,964.1150993567179,907.3178592213667,988.2125321,920.0906913168939
1082.3182046668526,988.6575355883152,895.2904401446142,995.1539636466129,949.0807269366617
1098.5569373009673,942.1421155,897.5877497368072,1000.1395432496498,914.3814829717098
1065.8310795031084,980.3113188092439,882.0554376216577,984.2428358009881,904.1955431416335
1085.8654349267988,988.9862918611306,888.3488437095825,1019.8006357386291,933.9402697661592
1074.1277573378068,950.7820282573823,874.0821152517436,1008.2571183207494,907.0160465655237
1092.5729425645877,960.2508671719836,898.4716393039453,1021.6419330294968,915.2780117086186
1065.4751722260487,984.4532470489962,911.2585743970235,992.4439588965444,911.5605552410144
1108.8962759763783,960.3362541375467,897.2205435347057,998.1686655726055,943.0802592130403
1097.013415056088,949.9311846977024,902.9488747814927,1021.0069238248034,920.8969143482045
1077.2256265955443,943.5716468014102,884.1870115657146,1028.183847475944,908.6014979790216
1109.3966112633827,963.1894978740429,890.0265630778546,1003.3461915700587,951.6344220915058
1079.0958155591434,959.5682005,889.3297666523329,983.2815234736655,946.6890037575927
1076.0077488386669,959.5991724904071,903.8174762159335,991.2917652202786,926.8457424072091
1102.0505430340518,956.8759005235287,878.5081646966364,1005.1970883316276,929.3082331185541
1074.1322065559177,950.0814071397297,909.7174351306522,1002.0716908335289,943.5675423758221
1075.7712844419152,965.4218248123353,887.8347238126685,998.0834181096963,944.6322190131185
1086.949610712619,962.9798632095301,902.7245197,1026.5418151506358,938.6014845
1080.2212463903313,987.1073838763388,872.347172,990.4036263656358,907.1986817333325
1090.2682960197722,977.9296852277552,911.0324063324603,1012.105529,904.0158819991642
1100.0566660767363,970.1184424665306,904.9372640231541,1013.6767202116569,941.2806049703868
1075.5923077845007,941.6282653442631,870.6751654889177,1015.4348221598026,918.4820278370253
1092.7236720578012,953.8818968337217,876.3802104,995.2321702679953,930.0022653234753
1094.7407484603903,987.839736,901.6189181595016,1015.4302541853834,915.5756809965064
1061.0350236523338,944.3678134,915.4742484769968,1026.9630552212404,911.9984480937763
1067.926962218814,955.6436766528163,883.6782383917927,987.5263941,941.2142161123278
1090.7682325735511,975.4280877964154,917.4108274,1012.1110573109779,905.1675393448627
1066.9454189580706,971.9416323578328,878.4477099786664,1012.8663798236456,921.5013268391946
1079.6272155289537,979.2957628603659,912.5049901,993.5933911958978,903.2439655857138
1101.3071103223313,987.9256728746677,888.2653470125167,990.2049790326149,910.6138683323555
1089.145970502676,966.4825549879253,878.4716242790633,1007.8606807425895,912.2450386978948
1089.5467669244392,958.5223079216893,903.1120306074016,1015.887333840222,937.1703470620727
1094.3686900151833,951.3668591397279,906.1882179543607,1017.1335175299698,931.6183378590387
1110.7702940738668,944.4985962329396,888.5432613560989,992.1328248685714,950.7327644
1066.9219066911726,988.7309754906881,917.3826696530666,1013.6818645592018,923.6830231996021
1102.2916932165463,965.0635515595061,878.4080290440434,1011.3485169226888,916.8679510462737
1094.8228409501364,970.6458109625589,905.8871541610434,1018.1496318382442,947.7533425277068
1061.3195340146005,987.991733,915.9773205898742,1009.1896051177744,904.7052205613364
1088.720443834272,946.5201754778864,885.9877735,1020.5237152056762,942.3502568613555
1065.886046462479,942.2433814617766,877.5574083502088,1000.3929084959932,920.8283779041179
1079.937036,969.0842699663285,911.9995421801818,1024.1161925514848,944.4075876555014
1109.1405594474506,966.0433470010903,903.0810762961936,988.7777410680914,940.8367576
1090.2620790905137,986.4621107,892.7994742,993.4382206286542,911.3412751219979
1084.7477665845322,952.6359011372085,915.4367282709047,1027.6294605020887,928.2858700934995
1107.618353928361,952.9162939467651,898.5480973,990.6590078363149,924.2477653459849
1062.4999904393337,968.5691982411452,868.2711331000495,1021.709569953093,915.1224724883167
1097.4300822194257,948.5362570512094,876.7700724002983,1021.2347522478586,947.0761316985337
1100.6681706731897,969.7560199009342,892.7790478358818,1020.1904806806269,950.2066209846828
1101.5916134136764,964.9547203228246,880.1144174139644,984.2559611768947,944.8664175923514
1109.4487667827284,961.7911581351036,875.3293776247084,995.2377926568302,924.3294435485534
1094.2119733633933,972.0272731148575,889.1133381527475,1002.8574234230966,947.2601012971178
1071.8676098905485,948.7938263567333,911.5370817159186,1019.0644407821972,937.2075963775169
1090.903870378531,973.0196434132698,875.5873630386683,1017.1610773563618,934.1515355
1087.2919589359929,950.5413772495876,877.5831958175726,1018.2325080973793,931.3457899942973
1075.6158401199941,964.7090839954643,872.1990227951492,996.9527034445514,930.9415759038171
1066.8384995869276,989.9166872531744,896.2726669754899,1009.3897813053235,908.1728155930924
1093.8772248835642,962.1156405196996,877.3476502444008,1007.474070367845,945.9667439500489
1088.024177371022,958.6360839,885.1198153920323,993.6770814824708,905.6136264167789
1102.3263324786444,960.8588195863672,877.2042022167942,979.8988382029302,948.3300645448965
1088.5518654758273,965.9371546793136,890.2734609901794,1006.300977056307,933.5420454333889
1094.430435,984.0196693251243,909.6034567900037,1003.9053174867831,914.3613894298436
1070.1224215523284,967.9202294,878.6099816471087,1003.3882663928308,905.7526693685206
1064.409503486525,984.7182696275547,892.7297979319792,988.6019598329449,929.5618422052431
1097.101570072398,977.7525746178646,916.9493622262678,982.8016782,916.1719463256895
1108.4347053658632,972.9061128642942,887.2368826456045,1008.7025496541746,910.1226503
1079.2416802147834,967.8329183798743,881.1403619232801,996.9757590117858,949.9579549184045
1071.1894786906923,986.9435016749671,910.5186902921666,1013.7939747068276,902.4738077
1087.6242371555081,949.8641391335184,910.1991126136364,1028.9586000505572,918.6334357932474
1099.4392211049828,973.8181668074558,879.2935592103737,1000.1381842317955,906.0796011227068
1068.603125895391,959.6639421396928,899.8972351,993.0170820475483,922.4111696609149
1068.3942592799747,946.3178916332115,890.9304315892442,1022.5059069539889,952.0947296813105
1096.8466332142598,978.4262711123756,879.7933696,1006.2191650101707,903.7390718252368
1080.0849159121221,944.3162058881047,894.9693704166165,984.8148005023785,925.4796079839961
1071.0229793524431,945.1531358107217,908.6796526430413,1016.3966816208692,950.5246710253161
1098.7664092620287,943.4757359650406,894.0520212666971,1013.1428149475092,910.1987526419895
1068.053711781512,961.1261184813168,872.4728945645852,993.2042657136641,935.6157721148087
1105.4292617921958,968.5749435868148,915.8511448,1010.1407365611295,931.0847107533921
1076.567466583462,978.1595679142158,910.8601321915946,997.0006276004578,903.3094061645925
1073.7006540477507,964.8991843927047,902.5049837072328,1006.1110753373944,937.8785447965253
1088.0568616336564,941.2697460990805,886.8790599140314,1020.3257854662439,918.5831074376623
1063.1365261197354,960.7703513925318,876.8684837718313,1001.4530398881622,942.8712702456954
1107.9663932691692,984.1643922,912.7436765851868,991.9197296653153,907.8399589021637
1100.9205915294892,987.6168283281336,877.7729698911123,1017.658168022504,945.7817731114066
1092.0713112430499,954.4379992284092,902.8362860941479,1022.0389685622231,917.2564132
1091.652215184526,980.3489255304988,896.4673142590423,982.6652229732169,923.1530858176302
1100.3773550862923,949.7687635,911.5134906024733,999.9014981641853,939.1777722219829
1088.9203072812222,951.0814400836097,874.3182835786121,984.2016385689247,944.3548426142137
1106.2011391019462,959.6038710283937,871.3843658930974,1000.9890297412751,941.8693674729676
1087.4594587231081,977.6739219090621,907.3581401882411,998.8073493826173,929.1384431289133
1100.2539617069588,964.2136399302726,877.3875465517323,1017.157225068976,941.8411950559353
1090.2307264850906,951.1156577823293,887.5659341662318,996.8457360882335,902.9021998536782
1064.468949566983,960.7799386505333,877.6511361707721,995.9412227934307,952.3155571
1077.9495437889848,976.4836287,884.2841627546642,1000.954802552985,902.6639787517657
1099.5385779891606,961.3648404,890.8269289599762,1027.602066436069,923.3401350004488
1095.5012096765781,970.4481434,889.5632803990812,1024.047147508854,914.1818657954967
1080.0948360378336,953.0347706707885,902.9331390616131,1014.4731163825821,930.3276329491124
1103.1237504315854,954.5761510646241,886.4779778600063,991.1572515822293,909.8353827059469
1064.5847257873604,990.3255038657546,905.3342042,1014.1503299491106,918.4261412742176
1101.6489647274589,949.3432741891766,888.3956531,980.5523567103403,916.2533099763308
1094.2464407827567,944.8304987190782,906.9067760414549,998.1069156889687,908.2257712
1100.1821674507917,955.1637964734065,892.2127690680798,1023.5394204126432,922.0626448
1074.4430247369403,961.2683573440635,874.6782065336581,996.6361183243766,915.3221997960055
1065.4621336174384,947.0078976692182,914.8508416007926,994.9178539185955,912.1668300021756
1107.7943420329566,968.1792875399243,899.4669931923554,989.7143955874852,939.5199165262741
1070.5984024994682,971.3442722501476,907.9328158915387,986.4236039865061,932.0050661084989
1102.150446634112,944.5268348112152,908.6520528791746,1021.5500994932622,951.7176038560334
1101.15496,985.1771819630733,870.5572017729428,998.7423854012583,905.4132303352656
1072.8484080105497,958.9229481,894.8467224837666,988.3297914964922,932.2080530237374
1088.6599713095436,970.6218248422456,898.8450889054791,1003.6452801536763,944.1959284537282
1068.6560114743863,986.3195107946128,903.4229527871436,1014.9720789387862,928.9882236871166
1080.2941057432613,960.7449221718974,916.4825185275084,992.5305100856342,942.3392968087259
1100.1983287797716,958.2790473495065,890.2724119813963,1017.4857183941132,907.6625616041545
1082.505351141016,976.6048012235793,885.8379351754174,1002.4511271614913,923.2618269281933
1102.2534026906562,963.3820727668616,890.1368128098399,1023.4492346511754,947.6808740517821
1095.974596466721,973.1068360301165,875.1163895421375,1007.8304493209546,937.2057382438352
1077.1563732616119,953.5206242277311,902.5365535344401,995.1474809193338,931.4333206158523
1095.2635410103264,960.2132202513175,889.6395650926793,1006.9963753016098,951.9396411417704
1095.848777747555,943.0496954090509,899.0434571601422,1021.3897858035807,940.3808098882538
1089.7545304303035,954.4178458313536,872.3551759,1016.7145136170886,946.6107708
1061.5558696939522,944.4371103529567,901.7307523144289,1022.3340104421461,927.7781351983908
1067.6344438510719,969.1822395458678,908.6287103576097,1010.0348970994506,921.5033124412176
1098.289043939579,980.0118830916346,877.6553404213835,1012.5686639838716,951.1303936256093
1084.6529957299247,967.9911328135719,873.6543680899975,999.9791516740511,909.0226740497352
1060.8362604763806,982.1622135404122,903.4004744080135,1012.179113394912,950.4237705
1091.5364539610057,939.9220886,902.9107152333308,997.9182562596973,945.8720252217022
1100.6828173611989,942.5766275531728,882.8627101681313,1024.3485071526588,944.5340469291409
1079.1820182337303,981.7998393764982,918.4443468077374,1006.9036045124227,920.4460703182327
1075.0686292500175,959.4547423095712,891.8682626716047,1010.2917869215958,927.5576003
1086.497032,989.8671891111774,916.5683731941754,985.2905861950993,907.2599333338843
1101.595092068464,978.8965847107186,882.2234318335279,1003.8623292728823,948.4171161240611
1105.6877159137823,962.2761112710783,891.9756579,1026.536060059715,947.0705754967875
1068.0664447887498,944.4553187465426,882.3735094253211,991.3185650648009,949.1303758909377
1089.146140976597,951.4773999423943,916.1744188476353,988.452028,904.4917236483562
1096.774712836625,979.7968822878382,915.9299868445629,999.1457888,917.6604707401624
1079.3512677954068,956.9503650272555,890.6018678577011,1021.1952107457869,937.4266829998692
1087.3873565647111,952.3321992891298,909.5208903969102,1014.9454350999725,927.1076174271598
1061.8309958445382,973.2397349888752,886.4567831986062,1028.8603681092748,923.8742670778104
1069.6036663540035,948.7314886864142,892.9695985820924,1024.132847497346,909.3860262292942
1106.2814171018767,949.6704355012979,889.9296631991496,987.8231963840124,937.9842264016705
1066.9098903527313,963.8504458,899.1052970751646,995.8077266685916,904.7801771030926
1079.351627609836,947.2468835731049,875.0274960580396,1027.3633563335256,927.8333905801311
1091.0552671905614,972.5966479630137,903.9697466688588,1028.1874924142971,934.6679933317171
1082.1603745893844,969.6542067088411,889.3957118547859,1021.3406602791891,942.7162087472745
1061.6474555727366,957.2274994710731,871.7330965579324,1000.5312069386846,935.4151094782071
1085.7611718389478,950.0878169441322,875.1125683006494,998.2402352,936.6104339537959
1066.8725623940015,965.0446085,912.6723469497422,1009.1867807932488,919.2555232508882
1078.7784005762971,989.7611752829755,886.9618351071024,1010.6815007168763,948.9087945248041
1082.7538535818578,976.5606281275054,914.3227564,1012.2839943838101,934.0815544002296
1064.161929701672,978.4280336413847,888.7965870661003,1019.1458576319525,920.6870145899843
1079.769009394945,952.1684750224804,908.4569680668469,1023.7293271941063,917.3522154150045
1085.7986338621672,958.9917890540237,868.2714353233505,996.7021793218934,926.7925421916325
1080.7397056846069,941.6443253763524,909.6169022454784,1007.3945984879756,929.8097748657161
1087.5381992457997,972.2432102403201,902.0493361761157,1008.7739579619671,942.9586564862914
1072.5656479361453,976.4502484302432,869.4612238609092,1016.0056675526071,947.2167910365349
1097.5311538861795,985.5548619180497,881.2690380827084,996.2608524194513,939.4681486807997
1097.7659466665655,966.9627691857038,874.5669414842862,1021.8025961477678,928.5792168165453
1087.4473250059132,954.9347831351134,910.5748463942307,1003.1054670892244,950.1775534719593
1064.6121354428474,976.5396955191788,872.7139787073033,981.7553505628167,929.5124845997852
1093.3965864335742,947.9538295561753,900.7350890555426,1013.0688775266851,948.8825189131504
1087.0278055228941,976.5978976022529,883.6229112871825,1025.7656094424851,937.5204613707986
1067.0744033963554,957.9526975211909,884.1313441572267,1000.7539625157931,944.6879254427129
1089.3085053951022,941.611608,876.7573002379106,1000.5561113405151,908.8523903
1070.5721129659444,951.5712284025341,887.2221666724115,1001.787578497627,907.6453144223933
1109.4693212527736,985.6810796003955,878.9901179002383,987.5887581732344,922.3727082390844
1078.8450820056482,968.5081565888756,911.9606547268461,990.6607425632094,906.1589753749398
1106.0244347576959,956.4219957874927,886.7612693539519,982.8394748015279,923.0122195457925
1110.4662847140908,945.7700907225352,888.3999592661974,980.1151228,919.9611519731052
1079.5855832616858,963.4916885,911.2847924172821,999.7952802631612,939.1937738381047
1093.7970169994521,940.8175401945502,912.1679825,1025.8896045904814,902.5106262493011
1089.4608022968503,989.0567363569785,909.3519894905028,1021.1902205313735,922.4332815136696
1087.2334782679404,966.5322809225169,885.5208110081448,1021.8104476249696,908.0014602
1081.5437967859825,962.9315367241368,904.8209742261348,992.3648177345331,951.2409451043204
1089.5754976888238,964.4047678812342,873.7327966073641,1021.7639127250895,926.0250734
1085.7849584956964,979.9788698419311,909.8068665617751,1029.5609043976262,926.2769015192404
1092.3621452940884,939.4007296246747,888.7157037532028,1000.1755336915936,928.7995843
1074.574584430956,963.6903141492259,908.8410487288211,1026.6925807498178,942.7273622
1086.3587677061157,985.0801777959755,882.2839774190492,983.9742,935.0676155337976
1079.6073495291316,987.0788520609957,886.9126253163663,997.1049541073587,949.4135281285623
1094.5004361979957,953.0858130648785,894.2551710273684,1002.4097764680996,931.3499515500134
1061.3079351673462,988.4306474184282,886.3326127476892,989.2774326353037,938.5451949182449
1075.3323293753565,962.8260415487214,915.8729715523825,1014.0950926727483,937.2676388226633
1085.6047878149534,946.6254714911737,873.2284651177715,992.3941777,950.8361773619202
1094.7652073936115,942.5968938454744,907.7731651,1016.540575107152,904.7881294479798
1061.6462038195195,958.1059017,885.2786568052115,995.2980101753903,926.5801251225982
1084.115268930764,954.3394009364024,892.1250475095501,1027.2783269435085,947.5857075488778
1089.581861042009,942.0462709876194,905.0534979542384,993.8584470338327,924.2943547873838
1087.714623855549,948.3693329997636,905.2441860414405,1012.2414527878011,940.1810841904916
1086.1226669953676,966.3320400777122,903.4744251752256,993.0730092937399,925.4974487
1092.5172790163651,989.4900370417156,902.2335145579217,980.0053686907047,920.5697029143777
1094.8506129812222,947.3280438138305,898.0930643962897,1010.0437216947564,911.0281401589226
1105.7687358044527,983.3491719930888,908.0551391292232,1016.5826809391322,904.8367337717516
1091.3784853051002,944.8595827150106,894.3318502533017,986.3485680749466,933.4469257845968
1093.308688711391,985.5749409765612,897.9398055753109,1010.7719537184379,927.1321078506692
1074.1015754650537,987.2081467568025,890.2057089875087,983.0241462054654,944.2151640604291
1078.9076433936248,973.9079596,909.5842674159343,1018.5271326452718,945.7241466888485
1083.2143120241738,976.3180028756711,869.9553095126745,1007.2327562776171,914.7238459
1072.4259240055535,986.2471952576674,874.6060965938623,1021.5119090510527,942.3770922261762
1069.9926020068224,955.0387550106358,899.1657972,1010.4637770398275,905.0833894684536
1063.5584524191352,972.4080983373797,896.6779438868653,998.3892787001722,939.3333800392594
1107.5702817632696,984.2591819658419,886.8384485,1005.6287195718269,943.4857387939383
1067.377167902687,954.5428826818456,901.6364768170143,986.3162266788428,919.4266663261681
1063.442658985965,989.9658822922161,903.8322145787658,1015.3668194310342,908.4805033394301
1101.3387071705624,945.9799514314102,875.5625820861345,1020.3836570704843,921.5828845454638
1068.6232328574733,970.2800469230364,903.4931004210882,1022.0052870294758,933.7622834921384
1079.7802233538582,983.9266192,909.9891665735964,1020.4211676912173,927.0579113393777
1063.9684679762947,975.9385767048693,870.9504345796405,1020.7937021746058,926.8486539566186
1078.8138614864404,959.8312360882078,883.9672386424404,1002.7872120769923,933.5521812067361
1073.7954856904457,947.4540377652233,907.7958968785695,987.8095328741942,903.3971317795302
1096.5982701672137,978.2418090994897,884.2965119793852,978.7656781395686,919.4031162830885
